fighter_1,fighter_2,fighter_1_odds,fighter_2_odds,winner,win_method,match_date,weight_class,match_duration_minutes
Saki G.,Rountree K.,1.67,2.24,Rountree K.,Technical Knockout,2018-07-08,light-heavyweight-ufc-men,2.0
Saint Preux O.,Pedro T.,2.24,1.68,Saint Preux O.,Submission,2018-06-23,light-heavyweight-ufc-men,12.5
Evans R.,Smith A.,2.92,1.43,Smith A.,Knockout,2018-06-09,light-heavyweight-ufc-men,23.0
Villante G.,Alvey S.,2.22,1.67,Alvey S.,Decision,2018-06-02,light-heavyweight-ufc-men,2.0
Cannonier J.,Reyes D.,2.79,1.48,Reyes D.,Technical Knockout,2018-05-20,light-heavyweight-ufc-men,3.0
Anderson C.,Cummins P.,1.68,2.25,Anderson C.,Decision,2018-04-22,light-heavyweight-ufc-men,0.0
Clark D.,Rodriguez M.,1.97,1.87,Clark D.,Decision,2018-04-07,light-heavyweight-ufc-men,23.0
Manuwa J.,Blachowicz J.,1.54,2.48,Blachowicz J.,Decision,2018-03-17,light-heavyweight-ufc-men,21.5
Johnson J.,Milstead A.,1.39,3.02,Johnson J.,Decision,2018-03-04,light-heavyweight-ufc-men,0.0
Saint Preux O.,Latifi I.,0.0,0.0,SUBM,Submission,2018-02-25,light-heavyweight-ufc-men,3.0
Alvey S.,Prachnio M.,0.0,0.0,KO,Knockout,2018-02-25,light-heavyweight-ufc-men,0.75
Pedro T.,Safarov S.,1.33,3.31,Pedro T.,Submission,2018-02-11,light-heavyweight-ufc-men,2.0
Cormier D.,Oezdemir V.,1.28,3.77,Cormier D.,Technical Knockout,2018-01-21,light-heavyweight-ufc-men,4.0
Oezdemir V.,Rakic A.,2.26,1.66,Oezdemir V.,Decision,2019-12-21,light-heavyweight-ufc-men,12.0
Menifield A.,Smith T.,0.0,0.0,canc.,Cancelled,2019-12-08,light-heavyweight-ufc-men,2.0
Blachowicz J.,Souza R.,1.6,2.36,Blachowicz J.,Decision,2019-11-17,light-heavyweight-ufc-men,3.0
Nogueira A. R.,Smith T.,0.0,0.0,canc.,Cancelled,2019-11-16,light-heavyweight-ufc-men,22.0
Ibragimov K.,Herman E.,1.5,2.59,Herman E.,Decision,2019-11-09,light-heavyweight-ufc-men,20.0
Herman E.,Antigulov G.,0.0,0.0,canc.,Cancelled,2019-11-09,light-heavyweight-ufc-men,17.0
Anderson C.,Walker J.,2.4,1.57,Anderson C.,Technical Knockout,2019-11-03,light-heavyweight-ufc-men,1.0
Weidman C.,Reyes D.,2.52,1.54,Reyes D.,Knockout,2019-10-19,light-heavyweight-ufc-men,4.0
Clark D.,Spann R.,2.46,1.58,Spann R.,Submission,2019-10-13,light-heavyweight-ufc-men,0.0
Cutelaba I.,Rountree K.,1.96,1.88,Cutelaba I.,Technical Knockout,2019-09-28,light-heavyweight-ufc-men,19.0
Moreira V.,Craig P.,1.9,1.91,Craig P.,Submission,2019-09-21,light-heavyweight-ufc-men,21.5
Teixeira G.,Krylov N.,1.99,1.85,Teixeira G.,Decision,2019-09-15,light-heavyweight-ufc-men,2.0
Jung D. U.,Ibragimov K.,3.13,1.38,Jung D. U.,Submission,2019-08-31,light-heavyweight-ufc-men,8.5
Safarov S.,Jung D. U.,0.0,0.0,canc.,Cancelled,2019-08-31,light-heavyweight-ufc-men,7.0
Oezdemir V.,Latifi I.,1.59,2.39,Oezdemir V.,Knockout,2019-08-11,light-heavyweight-ufc-men,1.0
Alvey S.,Farias de Abreu K.,2.48,1.56,Farias de Abreu K.,Decision,2019-07-20,light-heavyweight-ufc-men,23.5
Rodriguez M.,Allan J.,1.23,4.25,Allan J.,Decision,2019-07-13,light-heavyweight-ufc-men,23.5
Jones J.,Santos T.,1.17,5.13,Jones J.,Decision,2019-07-07,light-heavyweight-ufc-men,4.0
Ledet J.,Lungiambula D.,0.0,0.0,canc.,Cancelled,2019-06-30,light-heavyweight-ufc-men,1.0
Anders E.,Moreira V.,1.3,3.58,Anders E.,Knockout,2019-06-30,light-heavyweight-ufc-men,0.0
Lungiambula D.,Townsend D.,1.28,3.76,Lungiambula D.,Technical Knockout,2019-06-29,light-heavyweight-ufc-men,23.0
Gustafsson A.,Smith A.,1.32,3.38,Smith A.,Submission,2019-06-01,light-heavyweight-ufc-men,19.0
Clark D.,Stosic D.,1.87,1.93,Clark D.,Decision,2019-06-01,light-heavyweight-ufc-men,14.5
Cummins P.,Herman E.,1.39,2.97,Herman E.,Technical Knockout,2019-05-18,light-heavyweight-ufc-men,22.0
Barcelos R.,Nurmagomedov S.,0.0,0.0,canc.,Cancelled,2019-05-12,light-heavyweight-ufc-men,2.0
Teixeira G.,Cutelaba I.,1.86,1.98,Teixeira G.,Submission,2019-04-28,light-heavyweight-ufc-men,2.0
Edilov A.,Clark D.,0.0,0.0,canc.,Cancelled,2019-04-20,light-heavyweight-ufc-men,18.0
Antigulov G.,Dolidze R.,0.0,0.0,canc.,Cancelled,2019-04-20,light-heavyweight-ufc-men,14.75
Anders E.,Rountree K.,1.53,2.56,Rountree K.,Decision,2019-04-14,light-heavyweight-ufc-men,3.0
Nzechukwu K.,Craig P.,1.54,2.5,Craig P.,Submission,2019-03-30,light-heavyweight-ufc-men,23.5
Oezdemir V.,Reyes D.,3.04,1.38,Reyes D.,Decision,2019-03-16,light-heavyweight-ufc-men,21.5
Safarov S.,Saki G.,0.0,0.0,canc.,Cancelled,2019-03-16,light-heavyweight-ufc-men,17.0
Jones J.,Smith A.,1.13,6.38,Jones J.,Decision,2019-03-03,light-heavyweight-ufc-men,5.0
Herman E.,Rodriguez M.,2.96,1.41,Herman E.,Submission,2020-09-13,light-heavyweight-ufc-men,1.0
Herman E.,Allan J.,0.0,0.0,canc.,Cancelled,2020-09-12,light-heavyweight-ufc-men,22.0
Smith A.,Rakic A.,3.08,1.38,Rakic A.,Decision,2020-08-30,light-heavyweight-ufc-men,3.0
Rodriguez M.,Prachnio M.,1.41,2.91,Rodriguez M.,Technical Knockout,2020-08-23,light-heavyweight-ufc-men,1.5
Villanueva I.,Wright J.,1.96,1.84,Wright J.,Technical Knockout,2020-08-22,light-heavyweight-ufc-men,23.0
Herman E.,Meerschaert G.,2.34,1.58,canc.,Cancelled,2020-08-02,light-heavyweight-ufc-men,0.0
Jung D. U.,Herman E.,0.0,0.0,canc.,Cancelled,2020-08-01,light-heavyweight-ufc-men,23.0
Rua M.,Nogueira A. R.,1.45,2.83,Rua M.,Decision,2020-07-26,light-heavyweight-ufc-men,2.5
Ibragimov K.,Dolidze R.,2.31,1.61,Dolidze R.,Technical Knockout,2020-07-18,light-heavyweight-ufc-men,23.5
Bukauskas M.,Moreira V.,0.0,0.0,canc.,Cancelled,2020-07-16,light-heavyweight-ufc-men,0.67
Gonzalez J.,Bergh K.,0.0,0.0,canc.,Cancelled,2020-07-15,light-heavyweight-ufc-men,23.0
Oezdemir V.,Prochazka J.,1.55,2.48,Prochazka J.,Knockout,2020-07-12,light-heavyweight-ufc-men,1.5
Antigulov G.,Farias de Abreu K.,0.0,0.0,canc.,Cancelled,2020-06-13,light-heavyweight-ufc-men,15.0
Menifield A.,Clark D.,1.42,2.88,Clark D.,Decision,2020-06-06,light-heavyweight-ufc-men,22.5
Hill J.,Farias de Abreu K.,1.76,2.08,Hill J.,Technical Knockout,2020-05-30,light-heavyweight-ufc-men,23.5
Smith A.,Teixeira G.,1.47,2.75,Teixeira G.,Technical Knockout,2020-05-14,light-heavyweight-ufc-men,3.0
Spann R.,Alvey S.,1.26,4.0,Spann R.,Decision,2020-05-09,light-heavyweight-ufc-men,22.5
Jung D. U.,Herman E.,0.0,0.0,canc.,Cancelled,2020-05-02,light-heavyweight-ufc-men,21.0
Cutelaba I.,Saint Preux O.,0.0,0.0,canc.,Cancelled,2020-04-25,light-heavyweight-ufc-men,21.0
Teixeira G.,Smith A.,0.0,0.0,canc.,Cancelled,2020-04-25,light-heavyweight-ufc-men,21.0
Cutelaba I.,Ankalaev M.,0.0,0.0,canc.,Cancelled,2020-04-19,light-heavyweight-ufc-men,2.0
Rountree K.,Alvey S.,1.34,3.2,postp.,Postponed,2020-03-28,light-heavyweight-ufc-men,22.0
Craig P.,Spann R.,0.0,0.0,postp.,Postponed,2020-03-21,light-heavyweight-ufc-men,18.0
Walker J.,Krylov N.,1.62,2.34,Krylov N.,Decision,2020-03-14,light-heavyweight-ufc-men,22.83
Cutelaba I.,Ankalaev M.,2.69,1.47,Ankalaev M.,Technical Knockout,2020-03-01,light-heavyweight-ufc-men,2.0
Crute J.,Oleksiejczuk M.,1.98,1.84,Crute J.,Submission,2020-02-23,light-heavyweight-ufc-men,2.0
Pedro T.,Moreira V.,0.0,0.0,canc.,Cancelled,2020-02-22,light-heavyweight-ufc-men,20.0
Anderson C.,Blachowicz J.,1.43,2.85,Blachowicz J.,Knockout,2020-02-16,light-heavyweight-ufc-men,3.5
Clark D.,Townsend D.,1.24,4.07,Clark D.,Decision,2020-02-15,light-heavyweight-ufc-men,23.0
Jones J.,Reyes D.,1.19,4.78,Jones J.,Decision,2020-02-09,light-heavyweight-ufc-men,5.0
Saint Preux O.,Spann R.,0.0,0.0,canc.,Cancelled,2020-02-08,light-heavyweight-ufc-men,22.0
Hill J.,Stosic D.,1.74,2.06,Hill J.,Decision,2020-01-26,light-heavyweight-ufc-men,1.0
Camur A.,Ledet J.,1.79,2.04,Camur A.,Decision,2020-01-19,light-heavyweight-ufc-men,0.5
Freire P.,Anderson D.,1.77,2.03,Anderson D.,Decision,2015-12-05,lightweight-bellator-men,2.0
Thomson J.,Villaseca P.,1.06,8.15,Thomson J.,Technical Knockout,2015-12-05,lightweight-bellator-men,2.0
Girtz B.,Campos D.,1.62,2.23,Girtz B.,Technical Knockout,2015-11-21,lightweight-bellator-men,2.0
Brooks W.,Held M.,1.3,3.32,Brooks W.,Decision,2015-11-07,lightweight-bellator-men,1.0
Couture R.,Gonzalez N.,0.0,0.0,canc.,Cancelled,2015-09-26,lightweight-bellator-men,1.0
Thomson J.,Bronzoulis M.,1.09,6.5,Thomson J.,Technical Knockout,2015-09-20,lightweight-bellator-men,1.0
Anderson D.,Primus B.,0.0,0.0,PTS,Decision,2015-08-29,lightweight-bellator-men,1.0
Guillard M.,Girtz B.,1.27,3.5,Girtz B.,Decision,2015-08-29,lightweight-bellator-men,1.0
Yamauchi G.,Mircea V.,1.16,5.28,Yamauchi G.,Submission,2016-12-10,lightweight-bellator-men,21.0
Chandler M.,Henderson B.,1.57,2.35,Chandler M.,Decision,2016-11-20,lightweight-bellator-men,2.0
Yamauchi G.,Couture R.,1.31,3.53,Yamauchi G.,Submission,2016-10-22,lightweight-bellator-men,1.0
Campos D.,Chan D.,1.77,2.03,Campos D.,Decision,2016-09-17,lightweight-bellator-men,1.0
Henderson B.,Freire P.,1.36,3.15,Henderson B.,Technical Knockout,2016-08-27,lightweight-bellator-men,2.0
Guillard M.,Rickels D.,2.33,1.58,Guillard M.,Knockout,2016-07-23,lightweight-bellator-men,1.0
Chandler M.,Freire P.,1.35,2.91,Chandler M.,Knockout,2016-06-25,lightweight-bellator-men,1.0
Held M.,Jansen D.,0.0,0.0,PTS,Decision,2016-05-21,lightweight-bellator-men,1.0
Piccolotti A.,Wood R.,1.22,4.14,Piccolotti A.,Submission,2016-05-15,lightweight-bellator-men,0.0
Primus B.,Santos G.,1.48,2.55,Primus B.,Decision,2016-04-23,lightweight-bellator-men,0.0
Rickels D.,Cooper B.,1.17,4.83,Rickels D.,Technical Knockout,2016-02-27,lightweight-bellator-men,2.0
Petley J.,Monarch L.,0.0,0.0,PTS,Decision,2017-12-15,lightweight-bellator-men,21.0
Girtz B.,Jelcic L.,0.0,0.0,KO,Knockout,2017-12-09,lightweight-bellator-men,20.0
Awad S.,Freeman Z.,0.0,0.0,TKO,Technical Knockout,2017-11-04,lightweight-bellator-men,2.0
Quinn R.,Surin M.,1.67,2.18,Quinn R.,Decision,2017-10-21,lightweight-bellator-men,1.0
Kozola S.,Banks C.,0.0,0.0,PTS,Decision,2017-10-07,lightweight-bellator-men,1.0
Henderson B.,Freire P.,1.46,2.7,Freire P.,Decision,2017-09-24,lightweight-bellator-men,1.0
Girtz B.,Campos D.,2.19,1.66,Campos D.,Technical Knockout,2017-07-15,lightweight-bellator-men,1.0
Chandler M.,Primus B.,1.13,6.05,Primus B.,Technical Knockout,2017-06-25,lightweight-bellator-men,2.0
Desir B.,Grebb N.,0.0,0.0,KO,Knockout,2017-06-24,lightweight-bellator-men,22.0
Chan D.,Mircea V.,0.0,0.0,PTS,Decision,2017-04-08,lightweight-bellator-men,20.0
Kozola S.,Roberts J.,1.56,2.45,Kozola S.,Technical Knockout,2017-04-01,lightweight-bellator-men,1.0
Pfister C.,Gary J.,0.0,0.0,SUBM,Submission,2017-03-04,lightweight-bellator-men,2.0
Jackson N.,Gonzalez C.,0.0,0.0,PTS,Decision,2017-02-19,lightweight-bellator-men,2.0
Farley C.,Breeden M.,0.0,0.0,TKO,Technical Knockout,2017-01-28,lightweight-bellator-men,2.0
Campos D.,Anderson D.,2.75,1.44,Campos D.,Decision,2017-01-22,lightweight-bellator-men,2.0
Segura M.,Aaron T.,0.0,0.0,KO,Knockout,2017-01-22,lightweight-bellator-men,2.0
Barca D.,Hopps I.,0.0,0.0,PTS,Decision,2018-12-16,lightweight-bellator-men,2.0
Dung N.,Oliveira K.,3.0,1.3,Dung N.,Technical Knockout,2018-12-16,lightweight-bellator-men,2.0
Pieper B.,Avila C.,1.45,2.41,Avila C.,Submission,2018-12-15,lightweight-bellator-men,2.0
Henderson B.,Awad S.,1.26,3.88,Henderson B.,Decision,2018-10-14,lightweight-bellator-men,2.5
Ferguson K.,Browning C.,1.11,6.58,Browning C.,Technical Knockout,2018-10-13,lightweight-bellator-men,1.5
Freire P.,Huerta R.,1.08,8.62,Freire P.,Knockout,2018-09-22,lightweight-bellator-men,1.0
Edminister B.,Taylor L.,0.0,0.0,SUBM,Submission,2018-09-21,lightweight-bellator-men,23.25
Nawrocki T.,Morales O.,0.0,0.0,KO,Knockout,2018-08-18,lightweight-bellator-men,0.0
Peatrowsky M.,Phathaem K.,0.0,0.0,PTS,Decision,2018-08-17,lightweight-bellator-men,23.75
Morris W.,Williams C.,1.12,5.25,Morris W.,Decision,2018-07-13,lightweight-bellator-men,22.5
Kozola S.,Walker R.,1.5,2.4,Kozola S.,Technical Knockout,2018-07-13,lightweight-bellator-men,21.0
Rosales J.,Jones J.,0.0,0.0,PTS,Decision,2018-06-30,lightweight-bellator-men,3.5
Leary C.,Green T.,0.0,0.0,TKO,Technical Knockout,2018-05-25,lightweight-bellator-men,20.0
Banks C.,Piccolotti A.,0.0,0.0,SUBM,Submission,2018-05-13,lightweight-bellator-men,4.0
Bennett J.,Stusse D.,0.0,0.0,TKO,Technical Knockout,2018-04-28,lightweight-bellator-men,22.0
Chandler M.,Girtz B.,1.11,6.45,Chandler M.,Submission,2018-04-14,lightweight-bellator-men,1.0
Henderson B.,Huerta R.,1.09,6.0,Henderson B.,Submission,2018-04-06,lightweight-bellator-men,20.0
Freire P.,Campos D.,1.46,2.7,Freire P.,Technical Knockout,2018-02-17,lightweight-bellator-men,2.0
Richardson R.,Leon R. A.,0.0,0.0,TKO,Technical Knockout,2018-02-17,lightweight-bellator-men,2.0
Awad S.,Ambrose J. J.,1.41,2.79,Awad S.,Decision,2018-01-27,lightweight-bellator-men,2.0
Padilla C.,Green G.,0.0,0.0,SUBM,Submission,2018-01-21,lightweight-bellator-men,3.0
Chandler M.,Yamauchi G.,1.39,2.93,Chandler M.,Decision,2018-01-21,lightweight-bellator-men,2.0
Henderson B.,Chandler M.,0.0,0.0,canc.,Cancelled,2019-12-29,lightweight-bellator-men,12.0
Uesako H.,Yachi Y.,0.0,0.0,TKO,Technical Knockout,2019-12-29,lightweight-bellator-men,6.0
Yamauchi G.,Cruickshank D.,1.21,4.4,Yamauchi G.,Submission,2019-12-29,lightweight-bellator-men,3.0
Dung N.,Zane Z.,0.0,0.0,PTS,Decision,2019-12-22,lightweight-bellator-men,3.0
Brazier T.,Bak S.,2.02,1.79,Bak S.,Decision,2019-11-23,lightweight-bellator-men,22.0
Bungard C.,Brander B.,0.0,0.0,SUBM,Submission,2019-11-23,lightweight-bellator-men,17.75
Wilde T.,Leary C.,1.73,2.04,Wilde T.,Decision,2019-11-23,lightweight-bellator-men,16.75
Huerta R.,Outlaw S.,4.65,1.18,Outlaw S.,Decision,2019-11-14,lightweight-bellator-men,20.5
Newell N.,Muro M.,0.0,0.0,PTS,Decision,2019-10-27,lightweight-bellator-men,3.5
Surin M.,Powell D.,0.0,0.0,SUBM,Submission,2019-10-27,lightweight-bellator-men,1.75
Nallo M.,Mota K.,0.0,0.0,TKO,Technical Knockout,2019-10-26,lightweight-bellator-men,0.0
Mousah K.,Macedo da Silva R.,0.0,0.0,PTS,Decision,2019-10-12,lightweight-bellator-men,20.0
Tokov V.,Hastings B.,0.0,0.0,PTS,Decision,2019-10-05,lightweight-bellator-men,3.75
Awad S.,Yamauchi G.,4.35,1.22,Yamauchi G.,Submission,2019-10-05,lightweight-bellator-men,2.0
Jones J.,Clark D.,0.0,0.0,SUBM,Submission,2019-09-29,lightweight-bellator-men,1.25
Henderson B.,Jury M.,0.0,0.0,PTS,Decision,2019-09-28,lightweight-bellator-men,3.0
Scope R.,Queally P.,1.39,2.98,Queally P.,Technical Knockout,2019-09-27,lightweight-bellator-men,21.08
Piccolotti A.,Smith J.,0.0,0.0,SUBM,Submission,2019-09-08,lightweight-bellator-men,0.67
Gozali A.,Muravitskiy E.,0.0,0.0,SUBM,Submission,2019-08-25,lightweight-bellator-men,0.0
Newell N.,Browning C.,0.0,0.0,SUBM,Submission,2019-08-24,lightweight-bellator-men,22.25
Agazarm A.,Landin J.,0.0,0.0,SUBM,Submission,2019-07-13,lightweight-bellator-men,0.5
Varga G.,Taylor J.,0.0,0.0,TKO,Technical Knockout,2019-07-12,lightweight-bellator-men,23.67
Chalmers A.,Freeman F.,0.0,0.0,SUBM,Submission,2019-06-22,lightweight-bellator-men,21.25
Brazier T.,Botti A.,0.0,0.0,SUBM,Submission,2019-06-22,lightweight-bellator-men,16.0
Chandler M.,Freire P.,0.0,0.0,TKO,Technical Knockout,2019-05-12,lightweight-bellator-men,3.0
Primus B.,Wilde T.,1.2,4.33,Primus B.,Submission,2019-05-04,lightweight-bellator-men,22.5
Henderson B.,Piccolotti A.,1.27,3.78,Henderson B.,Decision,2019-04-28,lightweight-bellator-men,2.5
Awad S.,Girtz B.,1.43,2.78,Girtz B.,Decision,2019-03-30,lightweight-bellator-men,2.5
Tokov V.,Walker R.,0.0,0.0,PTS,Decision,2019-03-22,lightweight-bellator-men,23.0
Queally P.,Price M.,1.22,4.0,Price M.,Decision,2019-02-23,lightweight-bellator-men,22.0
Freire P.,Scope R.,1.2,4.56,Freire P.,Decision,2019-02-09,lightweight-bellator-men,23.5
Brazier T.,Bungard C.,1.13,6.13,Bungard C.,Submission,2019-02-09,lightweight-bellator-men,22.5
Campos D.,Diggs K.,2.01,1.8,Diggs K.,Knockout,2020-09-13,lightweight-bellator-men,2.0
Tokov V.,Gonzalez C.,0.0,0.0,PTS,Decision,2020-08-22,lightweight-bellator-men,1.0
Piccolotti A.,Outlaw S.,1.66,2.2,Outlaw S.,Decision,2020-08-21,lightweight-bellator-men,23.5
Chandler M.,Henderson B.,1.4,2.9,Chandler M.,Knockout,2020-08-08,lightweight-bellator-men,3.5
Dung N.,Campbell C.,0.0,0.0,TKO,Technical Knockout,2020-08-07,lightweight-bellator-men,23.75
Chandler M.,Henderson B.,0.0,0.0,canc.,Cancelled,2020-06-06,lightweight-bellator-men,21.0
Davis A.,Wilde T.,0.0,0.0,postp.,Postponed,2020-05-16,lightweight-bellator-men,15.0
Outlaw S.,Piccolotti A.,0.0,0.0,canc.,Cancelled,2020-05-09,lightweight-bellator-men,21.0
Newell N.,Zane Z.,1.55,2.52,postp.,Postponed,2020-03-14,lightweight-bellator-men,2.0
Mota K.,Andrews N.,0.0,0.0,postp.,Postponed,2020-03-14,lightweight-bellator-men,0.25
Primus B.,Bungard C.,0.0,0.0,SUBM,Submission,2020-02-23,lightweight-bellator-men,5.0
Chalmers A.,Clem A.,1.44,2.76,Clem A.,Decision,2020-02-22,lightweight-bellator-men,22.0
Mulpeter P.,Crawford D.,0.0,0.0,canc.,Cancelled,2020-02-22,lightweight-bellator-men,20.0
Taylor A.,Avila C.,0.0,0.0,PTS,Decision,2020-01-26,lightweight-bellator-men,2.25
Seixas R.,Clark D.,1.67,2.23,Seixas R.,Knockout,2020-01-26,lightweight-bellator-men,0.75
Dos Anjos R.,Cerrone D.,1.52,2.57,Dos Anjos R.,Technical Knockout,2015-12-20,lightweight-ufc-men,1.0
Lentz N.,Castillo D.,1.8,2.04,Lentz N.,Decision,2015-12-19,lightweight-ufc-men,22.0
Santos L.,Lee K.,5.35,1.17,Santos L.,Technical Knockout,2015-12-13,lightweight-ufc-men,1.0
Makdessi J.,Medeiros Y.,1.57,2.38,Medeiros Y.,Decision,2015-12-12,lightweight-ufc-men,23.0
Barboza E.,Ferguson T.,2.48,1.54,Ferguson T.,Submission,2015-12-11,lightweight-ufc-men,23.0
Miller J.,Chiesa M.,2.13,1.71,Chiesa M.,Technical Knockout,2015-12-11,lightweight-ufc-men,3.0
Bang T. H.,Kuntz L.,4.23,1.22,Bang T. H.,Decision,2015-11-28,lightweight-ufc-men,10.0
Escudero E.,Silva L.,2.23,1.67,Silva L.,Decision,2015-11-22,lightweight-ufc-men,3.0
Lazaro V.,Prazeres M.,2.02,1.78,Prazeres M.,Decision,2015-11-22,lightweight-ufc-men,0.0
Matthews J.,Arreola A.,1.09,7.15,Matthews J.,Technical Knockout,2015-11-15,lightweight-ufc-men,1.0
Moontasri J.,Zafir A.,1.26,3.77,Moontasri J.,Technical Knockout,2015-11-14,lightweight-ufc-men,23.25
Burns G.,Magomedov R.,2.67,1.49,Magomedov R.,Decision,2015-11-08,lightweight-ufc-men,3.0
Cabral Y.,Case J.,3.08,1.37,Case J.,Decision,2015-11-08,lightweight-ufc-men,1.0
Parke N.,Madadi R.,1.44,2.74,Parke N.,Decision,2015-10-24,lightweight-ufc-men,20.0
Ray S.,Lebout M.,1.18,4.61,Ray S.,Decision,2015-10-24,lightweight-ufc-men,17.0
Martins A.,Makhachev I.,2.25,1.64,Martins A.,Knockout,2015-10-03,lightweight-ufc-men,23.0
Hein N.,Kasuya Y.,1.27,3.59,Hein N.,Decision,2015-09-27,lightweight-ufc-men,0.0
Pearson R.,Felder P.,4.28,1.21,Pearson R.,Decision,2015-09-06,lightweight-ufc-men,0.0
Laprise C.,Trinaldo F.,1.26,3.79,Trinaldo F.,Technical Knockout,2015-08-24,lightweight-ufc-men,1.0
Stout S.,Perez F.,2.06,1.72,Perez F.,Technical Knockout,2015-08-23,lightweight-ufc-men,23.0
Johnson M.,Dariush B.,1.6,2.3,Dariush B.,Decision,2015-08-09,lightweight-ufc-men,2.0
Franca G.,Bruno F.,1.54,2.46,Franca G.,Technical Knockout,2015-08-02,lightweight-ufc-men,2.0
Emmett J.,Holtzman S.,1.53,2.53,Emmett J.,Decision,2016-12-17,lightweight-ufc-men,23.0
Aubin-Mercier O.,Dober D.,1.56,2.41,Aubin-Mercier O.,Submission,2016-12-11,lightweight-ufc-men,1.0
Makdessi J.,Vannata L.,2.61,1.49,Vannata L.,Knockout,2016-12-10,lightweight-ufc-men,23.5
Perez F.,Diakiese M.,3.3,1.33,Diakiese M.,Decision,2016-12-09,lightweight-ufc-men,22.5
Matthews J.,Holbrook A.,1.21,4.42,Holbrook A.,Decision,2016-11-27,lightweight-ufc-men,3.0
Pearson R.,Ray S.,1.91,1.89,Ray S.,Decision,2016-11-19,lightweight-ufc-men,21.0
Alvarez E.,McGregor C.,2.48,1.57,McGregor C.,Technical Knockout,2016-11-13,lightweight-ufc-men,6.33
Bravo M.,Puelles C.,1.86,1.94,Bravo M.,Technical Knockout,2016-11-06,lightweight-ufc-men,2.0
Dos Anjos R.,Ferguson T.,1.68,2.19,Ferguson T.,Decision,2016-11-06,lightweight-ufc-men,2.0
Reyes M. P.,Novelli J.,1.54,2.49,Reyes M. P.,Decision,2016-11-05,lightweight-ufc-men,22.5
Sajewski L.,Diakiese M.,3.37,1.32,Diakiese M.,Technical Knockout,2016-10-08,lightweight-ufc-men,22.5
Brooks W.,Oliveira A.,1.32,3.43,Oliveira A.,Technical Knockout,2016-10-02,lightweight-ufc-men,3.0
Burns G.,Prazeres M.,1.41,2.89,Prazeres M.,Decision,2016-09-25,lightweight-ufc-men,0.0
Franca G.,Gillespie G.,1.72,2.12,Gillespie G.,Decision,2016-09-24,lightweight-ufc-men,22.5
Dunham E.,Glenn R.,1.28,3.75,Dunham E.,Decision,2016-09-18,lightweight-ufc-men,2.0
Wade C.,Makhachev I.,2.1,1.72,Makhachev I.,Decision,2016-09-18,lightweight-ufc-men,2.0
Dober D.,Gonzalez J.,1.63,2.33,Dober D.,Knockout,2016-09-11,lightweight-ufc-men,0.0
Medeiros Y.,Spencer S.,1.73,2.11,Medeiros Y.,Submission,2016-09-10,lightweight-ufc-men,23.0
Hein N.,Bang T. H.,1.31,3.56,Hein N.,Decision,2016-09-03,lightweight-ufc-men,19.0
Lauzon J.,Miller J.,1.68,2.22,Miller J.,Decision,2016-08-28,lightweight-ufc-men,0.0
Campbell S.,Silva F.,1.66,2.23,Silva F.,Technical Knockout,2016-08-27,lightweight-ufc-men,22.0
Laprise C.,Gouti T.,1.31,3.4,Laprise C.,Technical Knockout,2016-08-27,lightweight-ufc-men,21.0
Teymur D.,Novelli J.,1.72,2.12,Teymur D.,Technical Knockout,2016-08-07,lightweight-ufc-men,0.0
Arzamendia C.,Brown D.,1.97,1.83,Brown D.,Knockout,2016-07-30,lightweight-ufc-men,23.0
Barboza E.,Melendez G.,1.44,2.86,Barboza E.,Decision,2016-07-24,lightweight-ufc-men,0.0
Prazeres M.,Cottrell J.,1.42,2.87,Prazeres M.,Decision,2016-07-23,lightweight-ufc-men,22.0
Ferguson T.,Chiesa M.,0.0,0.0,canc.,Cancelled,2016-07-14,lightweight-ufc-men,1.0
Holtzman S.,Pfister C.,1.36,3.19,Holtzman S.,Decision,2016-07-13,lightweight-ufc-men,23.0
Northcutt S.,Marin E.,1.21,4.53,Northcutt S.,Decision,2016-07-10,lightweight-ufc-men,0.0
Gomi T.,Miller J.,3.29,1.34,Miller J.,Technical Knockout,2016-07-09,lightweight-ufc-men,22.5
Brooks W.,Pearson R.,1.27,3.94,Brooks W.,Decision,2016-07-09,lightweight-ufc-men,2.0
Matthews J.,Lee K.,1.64,2.3,Lee K.,Knockout,2016-07-09,lightweight-ufc-men,0.0
Dos Anjos R.,Alvarez E.,1.3,3.59,Alvarez E.,Knockout,2016-07-08,lightweight-ufc-men,2.0
Burns G.,Sajewski L.,1.37,3.15,Burns G.,Submission,2016-07-07,lightweight-ufc-men,22.5
Hooker D.,Diakiese M.,2.53,1.52,Hooker D.,Submission,2017-12-31,lightweight-ufc-men,3.0
Makdessi J.,Trujillo A.,2.42,1.55,Makdessi J.,Decision,2017-12-16,lightweight-ufc-men,22.0
Holtzman S.,Horcher D.,1.73,2.1,Holtzman S.,Decision,2017-12-10,lightweight-ufc-men,3.0
Gruetzemacher C.,Ramos D.,4.06,1.23,Ramos D.,Submission,2017-12-09,lightweight-ufc-men,23.5
Alvarez E.,Gaethje J.,2.48,1.54,Alvarez E.,Knockout,2017-12-03,lightweight-ufc-men,3.0
Teymur D.,Klose D.,1.72,2.15,Teymur D.,Decision,2017-12-03,lightweight-ufc-men,1.0
Lentz N.,Brooks W.,4.47,1.2,Lentz N.,Submission,2017-11-19,lightweight-ufc-men,1.0
